belongs_to_collection,genres,original_language,overview,popularity,production_companies,release_date,revenue,spoken_languages,title,vote_average,vote_count,release_year,return,cast,director
Beauty and the Beast Collection,"['Animation', 'Family']",en,"Belle prepares the castle for Christmas against Beast's wishes, trying to bring him happiness for the season...",8.169404,"['Walt Disney Television Animation', 'Walt Disney Animation Canada']",1997-11-11,0.0,['English'],Beauty and the Beast: The Enchanted Christmas,5.9,203.0,1997,0.0,"[""Paige O'Hara"", 'Robby Benson', 'Jerry Orbach', 'David Ogden Stiers', 'Bernadette Peters', 'Tim Curry', 'Haley Joel Osment', 'Paul Reubens', 'Angela Lansbury', 'Frank Welker', 'Jeff Bennett', 'Jim Cummings', 'Kath Soucie']",Andrew Knight
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,The Saiyajin named Turlus has come to Earth in order to plant a tree that will both destroy the planet and give him infinite strength. Son Goku and the Z Warriors cannot let this happen and duke it out with the invaders for the sake of the planet.,4.955965,['Toei Animation'],1990-06-07,0.0,"['English', '日本語']",Dragon Ball Z: The Tree of Might,6.4,89.0,1990,0.0,"['Toshio Furukawa', 'Mayumi Tanaka', 'Masako Nozawa', 'Masako Nozawa', 'Masako Nozawa', 'Naoko Watanabe', 'Jōji Yanami', 'Hirotaka Suzuoki', 'Hiromi Tsuru', 'Naoki Tatsuta', 'Kōhei Miyauchi']",Daisuke Nishio
Pocahontas Collection,"['Adventure', 'Animation', 'Romance', 'Family']",en,"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.",8.763892,['Walt Disney Pictures'],1998-08-04,0.0,['English'],Pocahontas II: Journey to a New World,4.9,297.0,1998,0.0,"['Irene Bedard', 'Jim Cummings', 'Donal Gibson', 'Finola Hughes', 'Linda Hunt', 'Judy Kuhn', 'Russell Means', 'David Ogden Stiers', 'Jean Stapleton', 'Billy Zane', 'Jeff Bennett', 'Brad Garrett', 'Rob Paulsen', 'Gregg Rainwater', 'William Morgan Sheppard', 'Kath Soucie']",Bradley Raymond
Ted Collection,"['Comedy', 'Fantasy']",en,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",19.638605,"['Universal Pictures', 'Media Rights Capital', 'Fuzzy Door Productions']",2012-06-29,549368315.0,['English'],Ted,6.3,4811.0,2012,10.9873663,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale', 'Giovanni Ribisi', 'Patrick Warburton', 'Matt Walsh', 'Jessica Barth', 'Aedin Mincks', 'Bill Smitrovich', 'Patrick Stewart', 'Laura Vandervoort', 'Bretton Manley', 'Alex Borstein', 'Jessica Stroup', 'Tara Strong', 'Norah Jones', 'Sam J. Jones', 'Robert Wu', 'John Viener', 'Ginger Gonzaga', 'Melissa Ordway', 'Max Harris', 'Tom Skerritt', 'Kristina Ellery', 'Katelyn Lorren', 'Chanty Sok', 'Sarah Fischer', 'Ryan Reynolds', 'Ted Danson', 'Ralph Garman', 'Zane Cowans', 'T.J. Hourigan', 'Owen Clarke', 'Cassie Djerf', 'Joe Siriani', 'Josh Duvendeck', 'Henry Penzi', 'Tania Cabrera', 'Colton Shires', 'Viera Andrea Moya', 'Heajee Kim', 'Lydia Hannibal', 'Shawn Thornton', 'Danny Smith', 'Mike Nikitas', 'Robin Hamilton', 'Olivia Jordan', 'Emmalyn Anderson', 'Alexandra Creteau']",Seth MacFarlane
Magic Mike Collection,"['Drama', 'Comedy']",en,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",8.732425,"['Extension 765', 'Iron Horse Entertainment (II)']",2012-06-28,167221571.0,['English'],Magic Mike,6.1,1062.0,2012,23.888795857142856,"['Channing Tatum', 'Matthew McConaughey', 'Alex Pettyfer', 'Cody Horn', 'Olivia Munn', 'Joe Manganiello', 'Matt Bomer', 'James Martin Kelly', 'Reid Carolin', 'Adam Rodríguez', 'Kevin Nash', 'Gabriel Iglesias', 'Riley Keough', 'Michael Roark', 'Betsy Brandt', 'Mircea Monroe', 'Avery Camp', 'George A. Sack', 'Micaela Johnson', 'Denise Vasi', 'Camryn Grimes', 'Kate Easton', 'Asher Wallis', 'Alison Faulk', 'Catherine Lynn Stone', 'Jennifer Skinner', 'Vanessa Ryan', 'Teresa Espinosa', 'Monica Garcia', 'Annette Houlihan Verdolino', 'Candace Marie', 'Lyss Remaly', 'Jannel-Marie Diaz', 'Caitlin Gerard', 'Yari De Leon', 'Cameron Banfield', 'Keith Kurtz', 'Marland Burke', 'Ashley Hayes', 'T.J. Alston', 'Ken Anthony II', 'Cassandra M. Bellantoni', 'Julie Berlin', 'Elizabeth Brissenden', 'Emma Chandler', 'Michelle Clunie', 'Erica Day', 'Tenley Dene', 'Fielding Edlow', 'Ingrid Fermandois', 'Frenchi Firecracker', 'Lubella Gauna', 'Corin Grant', 'Rod Grant', 'Joe High', 'Eric Ian', 'Stacy Jordan', 'Kelly Keyser', 'Melody King', 'Charlotte Wilson Langley', 'Joshua Lassman', 'Carrie Lauren', 'Melissa LeEllen', 'Morgan Lester', 'Melinda D. Marin', 'Krystle McMullan', 'Adrienne McQueen', ""Deana Molle'"", 'Lindsey Marie Nelson', 'Jeremy Palko', 'B.J. Parker', 'Barrett Perlman', 'Maxi Schlereth', 'Nicole Alexandra Shipley', 'Veronica Viruet Simpson', 'John L. Smith Jr.', 'Hannah Stark', 'Chad Stevens', 'Michelle Stevenson', 'Makenzi Swicegood', 'Jennifer Thompson', 'Rachael Thompson', 'Victoria Vodar', 'Kenny Waymack Jr.']",Steven Soderbergh
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,5.46959,['Toei Animation'],1992-03-07,0.0,"['English', '日本語']",Dragon Ball Z: Return of Cooler,6.7,100.0,1992,0.0,"['Toshio Furukawa', 'Mayumi Tanaka', 'Ryūsei Nakao', 'Ryou Horikawa', 'Masako Nozawa', 'Mayumi Tanaka', 'Toku Nishio', 'Tomiko Suzuki', 'Kōhei Miyauchi', 'Masako Nozawa', 'Sean Schemmel']",Daisuke Nishio
Dragon Ball Z (Movie) Collection,"['Action', 'Animation', 'Adventure']",ja,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight...until Goku transforms into Super Saiyan.",5.425533,['Toei Animation'],1991-07-20,0.0,"['English', '日本語']",Dragon Ball Z: Cooler's Revenge,6.7,97.0,1991,0.0,"['Toshio Furukawa', 'Ryūsei Nakao', 'Masako Nozawa', 'Naoko Watanabe', 'Masako Nozawa', 'Hiromi Tsuru', 'Kōhei Miyauchi']",
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,"Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegita defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.",4.854487,['Toei Animation'],1992-07-11,0.0,['日本語'],Dragon Ball Z: Super Android 13,6.6,81.0,1992,0.0,"['Masako Nozawa', 'Kōhei Miyauchi', 'Mayumi Tanaka', 'Kazuyuki Sogabe', 'Hisao Egawa', 'Toshio Kobayashi', 'Kōji Yada', 'Naoko Watanabe', 'Masako Nozawa', 'Ryou Horikawa', 'Toshio Furukawa']",Daisuke Nishio
Dragon Ball Z (Movie) Collection,"['Animation', 'Adventure', 'Family']",ja,"As Goku investigates the destruction of the Southern Galaxy, Vegeta is taken to be King of the New Planet Vegeta, and to destroy the Legenday Super Saiyan, Brolly.",7.348249,['Toei Animation'],1993-03-06,0.0,[''],Dragon Ball Z: Broly - The Legendary Super Saiyan,7.3,134.0,1993,0.0,"['Eric Vale', 'Bin Shimada', 'Ryou Horikawa', 'Mayumi Tanaka', 'Toshio Furukawa', 'Masako Nozawa', 'Masako Nozawa', 'Naoko Watanabe', 'Hiromi Tsuru', 'Kōhei Miyauchi']",Shigeyasu Yamauchi
The Amazing Spider-Man Collection,"['Action', 'Adventure', 'Fantasy']",en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",31.102267,"['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Entertainment']",2012-06-27,752215857.0,['English'],The Amazing Spider-Man,6.5,6734.0,2012,3.4986784046511628,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Campbell Scott', 'Irrfan Khan', 'Martin Sheen', 'Sally Field', 'Max Charles', 'Chris Zylka', 'Embeth Davidtz', 'Leif Gantvoort', 'Hannah Marks', 'Kelsey Asbille', 'C. Thomas Howell', 'Stan Lee', 'Michael Massee', 'Michael Papajohn', 'Kari Coleman', 'Charlie DePew', 'Skyler Gisondo', 'Jacob Rodier', 'Jake Keiffer', 'Kevin McCorkle', 'Barbara Eve Harris', 'Danielle Burgio', 'Michael Barra', 'Andy Pessoa', 'Andy Gladbach', 'Ring Hendricks-Tellefsen', 'Tom Waite', 'Keith Campbell', 'Steve DeCastro', 'James Chen', 'Alexander Bedria', 'John Burke', 'Jill Flint', 'Mark Daugherty', 'Milton González', 'Vincent Laresca', 'Damien Lemon', 'Ty Upshaw', 'Tia Texada', 'Jay Caputo', 'Terry Bozeman', 'Jennifer Lyons', 'Amber Stevens', 'Zoey Deutch', 'Jody Cosgrove-Kao', 'Max Bogner', 'Ethan Cohn', 'Miles Elliot', 'Miranda LaDawn Hill', 'Amanda MacDonald', 'Maury Morgan', 'Amy Novondo', 'Kristin Quick']",Marc Webb
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,"Mr. Money is holding another Tenka'ichi Budokai and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegita, and Trunks to defeat Bojack and his henchman.",5.229103,['Toei Animation'],1993-07-10,0.0,"['Português', 'Español', '日本語']",Dragon Ball Z: Bojack Unbound,6.8,86.0,1993,0.0,"['Toshio Furukawa', 'Mayumi Tanaka', 'Tesshou Genda', 'Masako Nozawa', 'Naoko Watanabe', 'Naoko Watanabe', 'Naoki Tatsuta', 'Jōji Yanami', 'Daisuke Gouri', 'Tomoko Maruo', 'Hirotaka Suzuoki', 'Ryou Horikawa', 'Hiromi Tsuru', 'Kōhei Miyauchi', 'Masako Nozawa']",
Wrong Turn Collection,"['Horror', 'Thriller']",en,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",12.257121,"['Constantin Film', 'Summit Entertainment', '20th Century Fox Home Entertainment']",2009-01-01,0.0,['English'],Wrong Turn 3: Left for Dead,4.9,227.0,2009,0.0,"['Tom Frederic', 'Janet Montgomery', 'Louise Cliffe', 'Gil Kolirin', 'Jake Curran', 'Tom McKay', 'Charles Venn', 'Tamer Hassan', 'Emma Clifford', 'Todd Jensen']",Declan O'Brien
Ice Age Collection,"['Animation', 'Comedy', 'Adventure', 'Family']",en,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",13.26958,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",2012-06-26,877244782.0,['English'],Ice Age: Continental Drift,6.2,2731.0,2012,9.2341556,"['John Leguizamo', 'Ray Romano', 'Chris Wedge', 'Denis Leary', 'Seann William Scott', 'Jennifer Lopez', 'Queen Latifah', 'Peter Dinklage', 'Nick Frost', 'Josh Gad', 'Nicki Minaj', 'Heather Morris', 'Wanda Sykes', 'Alan Tudyk', 'Rebel Wilson', 'Aziz Ansari', 'Joy Behar', 'Christopher Campbell', 'Jason Harris', 'Keke Palmer', 'Karen Disher', 'Josh Peck', 'Drake', 'Alain Chabat', 'Kunal Nayyar', 'Lucas Leguizamo', 'Allegra Leguizamo', 'Ester Dean', 'Jason Fricchione', 'Ben Gleib', 'George Jacobs', 'James Palumbo', 'Simon Pegg', 'Alexandra Romano', ""Eddie 'Piolin' Sotelo"", 'Patrick Stewart', 'Brian Scott McFadden']",Steve Martino
Balto Collection,"['Family', 'Animation', 'Adventure']",en,Balto and his daughter Aleu embark on a journey of adventure and self discovery.,5.697362,['Universal Studios'],2002-02-19,0.0,['English'],Balto II: Wolf Quest,6.2,113.0,2002,0.0,"['Maurice LaMarche', 'Jodi Benson', 'Lacey Chabert', 'David Carradine', 'Mark Hamill', 'Charles Fleischer', 'Peter MacNicol']",Phil Weinstein
Mr. Wong Collection,"['Mystery', 'Thriller']",en,"When a police officer is murdered, Captain Street looks to Mr. Wong to catch the killer. Prime Suspect: Frank Belden Jr., whose father is a businessman well known for both his success and dishonesty. Mr. Wong faces increasing danger and is nearly executed himself as the investigation develops in treachery and complexity. As Mr. Wong follows the trail of dead bodies, he uncovers a jewel smuggling ring on the San Francisco waterfront and a case much larger than the death of a police officer.",0.614139,['Monogram Pictures'],1940-01-15,0.0,['English'],The Fatal Hour,6.5,4.0,1940,0.0,"['Boris Karloff', 'Marjorie Reynolds', 'Grant Withers', 'Charles Trowbridge', 'Frank Puglia', 'Craig Reynolds', 'Lita Chevret', 'Harry Strang', 'Hooper Atchley', 'Jason Robards Sr.', 'Richard Loo', 'Jack Kennedy', 'C.E. Anderson', 'Allan Cavan', 'Tris Coffin', 'Nick Copeland', 'Pauline Drake', 'Harry Harvey', 'Elsa Janssen', 'I. Stanford Jolley', 'Donald Kerr', 'Wilbur Mack', 'Bert Moorhouse', 'James C. Morton', 'Paul Scardon']",William Nigh
2 Days In... Collection,['Comedy'],en,"Marion and Mingus live cozily – perhaps too cozily – with their cat and two young children from previous relationships. However, when Marion’s jolly father, her oversexed sister, and her sister’s outrageous boyfriend unceremoniously descend upon them for a visit, it initiates two unforgettable days that will test Marion and Mingus’s relationship. With their unwitting racism and sexual frankness, the French triumvirate hilariously has no boundaries or filters… and no person is left unscathed in its wake.",4.68182,"['Senator Film Produktion', 'Tempête Sous Un Crâne Productions', 'Focus Films']",2012-03-28,1653792.0,"['English', 'Français', 'Italiano']",2 Days in New York,5.4,94.0,2012,0.206724,"['Julie Delpy', 'Dylan Baker', 'Chris Rock', 'Albert Delpy', 'Vincent Gallo', 'Kate Burton', 'Daniel Brühl', 'Alexia Landeau', 'Alexandre Nahon', 'Talen Ruth Riley', 'Owen Shipman', 'Malinda Williams', 'Carmen Lopez', 'Emily Wagner', 'Arthur French', 'Petronia Paley', 'Alex Manette', 'Marcus Ho', 'Gregory Korostishevsky', 'Mai Loan Tran', 'Pun Bandhu', 'Johnny Tran', 'Darlene Violette', 'Seth Barrish', 'Bhavesh Patel', 'Brady Smith', 'Simon Jutras', 'Tatina de Marinis', 'Kendra Mylnechuk', 'Angela Rago', 'Luigi Scorcia', 'Christie Nacinovich', 'Panicker Upendran', 'David Coburn', 'Abby Nelson', 'Erin Darke', 'Anna Kuchma', 'Talita Seplavy', 'Ashley Klein']",Julie Delpy
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,"The film opens with a Saiyan Space pod flying through space and crash-landing on Earth out of which a wounded Saiyan crawls out: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustation and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",6.12929,['Toei Animation'],1994-03-12,0.0,['日本語'],Dragon Ball Z: Broly - Second Coming,6.5,102.0,1994,0.0,"['Bin Shimada', 'Masako Nozawa', 'Takeshi Kusao', 'Kara Edwards']",Shigeyasu Yamauchi
Dragon Ball Z (Movie) Collection,"['Action', 'Animation']",ja,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",4.252,['Toei Animation'],1994-07-09,0.0,['日本語'],Dragon Ball Z: Bio-Broly,5.9,86.0,1994,0.0,"['Masako Nozawa', 'Takeshi Kusao', 'Mayumi Tanaka', 'Daisuke Gouri', 'Tomiko Suzuki', 'Naoki Tatsuta', 'Tomiko Suzuki', 'Chafurin', 'Bin Shimada', 'Keiji Fujiwara', 'Masaharu Satō']",Yoshihiro Ueda
