title,genres,overview,director,production_companies
Lego Batman: The Movie - DC Super Heroes Unite,"['Animation', 'Adventure', 'Family']","Joker teams up with Lex Luthor to destroy the world one brick at a time. It's up to Batman, Superman and the rest of the Justice League to stop them.",Jon Burton,"['DC Comics', 'LEGO', 'The Lego Group', 'Warner Premiere Digital', ""Traveller's Tales""]"
World War Z,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",Marc Forster,"['Paramount Pictures', 'GK Films', 'Skydance Productions', 'Hemisphere Media Capital', 'Apparatus Productions', 'Latina Pictures', '2DUX²']"
K-911,"['Action', 'Comedy', 'Crime', 'Mystery']","Dooley and his dog Jerry Lee still are active as a police team with the LAPD. However, years starting and counting Captain Roger Byers thinks they urgently need to do something with their condition. He even forces them to work with a second team: the one of the young Sergeant Welles and her disciplined Dobermann Zeus. Dooley and Jerry Lee thinks they can work without their new partners but a mysterious sharp-shooter forces them to the ultimate cooperation",Charles T. Kanganis,['Universal Home Entertainment']
Mr. Moto's Gamble,"['Drama', 'Mystery', 'Thriller']","Celebrated as supersleuth, Mr. Moto comes out fighting when a brutal boxing match turns into cold-blooded murder! Assisted by detective-in-training Lee Chan, Moto sets out to track down the killer based on a single ominous clue: a poisoned boxing glove! But when Moto's hunch points to a corrupt gambling syndicate, he's forced to wager his very life to unmask the culprit—or go down for the count...permanently!",James Tinling,['Twentieth Century Fox Film Corporation']
Yamla Pagla Deewana 2,[],"The trio of Dharam, Paramveer and Gajodhar reunite, this time in the UK. Paramveer opens up the 'Yamla Pagla Deewana' club and re-encounters a visit with Dharam and Gajodhar, after their last visit to Canada. Now, the trio are back with double the fun, double the action, and double the romance, with Suman and Paramveer's love Reet.",Sangeeth Sivan,[]
Despicable Me 2,"['Animation', 'Comedy', 'Family']",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,Pierre Coffin,"['Universal Pictures', 'Illumination Entertainment']"
Ghoulies III: Ghoulies Go to College,"['Fantasy', 'Drama', 'Horror', 'Action', 'Comedy']","A college teacher brings the little creatures back to his campus, where they proceed to terrorize the faculty and students.",John Carl Buechler,"['Taurus Entertainment Company', 'Vestron Pictures']"
Ghoulies IV,"['Comedy', 'Horror', 'Science Fiction']","While in pursuit of cop Johnathan Graves, his demonic nemesis, Faust, sends his disciple Alexandria to hunt down the amulet that will set him free. Meanwhile, the Ghoulies find their way through an open porthole and onto the streets of L.A., creating madness and mayhem as they search for a way to get back home. As the body count rises, it becomes an ultimate battle between a demonic killer, a rule-breaking cop, and our favorite creatures from the netherworld!",Jim Wynorski,[]
The Stig-Helmer Story,['Comedy'],The Stig-Helmer Story is a 2011 Swedish comedy film directed by Lasse Åberg. The film is the sixth in the series about Stig-Helmer Olsson.,Lasse Åberg,[]
Return of the Living Dead: Necropolis,"['Comedy', 'Horror']","A group of teenagers who, in an attempt to rescue their friend from an evil corporation, end up releasing a horde of blood thirsty zombies.",Ellory Elkayem,"['Castel Film Romania', 'Denholm Trading Inc.', 'Aurora Entertainment']"
V/H/S/2,"['Horror', 'Thriller']","Inside a darkened house looms a column of TVs littered with VHS tapes, a pagan shrine to forgotten analog gods. The screens crackle and pop endlessly with monochrome vistas of static white noise permeating the brain and fogging concentration. But you must fight the urge to relax: this is no mere movie night. Those obsolete spools contain more than just magnetic tape. They are imprinted with the very soul of evil.",Eduardo Sánchez,"['The Collective', 'Bloody Disgusting', '8383 Productions', 'Snoot Entertainment', 'Haxan Films']"
Return of the Living Dead: Rave to the Grave,"['Comedy', 'Horror']","A college student creates and sells a drug called 'Z' on campus which resurrects the living dead, who wreak havoc at a Halloween rave.",Ellory Elkayem,"['Castel Film Romania', 'Denholm Trading Inc.', 'Aurora Entertainment']"
Trilogy of Terror II,"['Horror', 'Thriller']","Three tales of terror: in ""The Graveyard Rats"" lovers murder the woman's older husband and encounter horror when they attempt to rob his grave; ""Bobby"" is the story of a woman who summons her son back from the dead; and in ""He Who Kills"" an African doll goes on a murderous rampage.",Dan Curtis,[]
Sharknado,"['TV Movie', 'Horror']","A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",Anthony C. Ferrante,"['The Asylum', 'Syfy', 'Southward Films']"
Den ofrivillige golfaren,['Comedy'],"I bet anyone can get better at golf than you are in one week, a golfer says to her golfing businessman for a boyfriend in a quarrel. Unfortunately Stig-Helmer is standing nearby when the boyfriend accepts the bet, and he is chosen to be the competitor. Stig-Helmer has never played the game before, but his Norwegian friend Ole promises to help him.",Lasse Åberg,"['Smart Egg Pictures', 'Lefwander Kapitalförvaltning AB', 'Cinema Art', 'Svensk Filmindustri (SF)', 'Viking Film']"
Tai Chi Hero,"['Action', 'Adventure']","Chinese steampunk martial arts blockbuster about the early years of Tai chi master Yang Luchan, the man who founded in the 19th century what has now become the most popular Tai Chi style in the world. The second instalment of the ""Tai Chi"" trilogy continues the journey of Yang Luchan, a gifted child with a fleshy growth on his forehead who helped save a village from a frightening army of steampunk soldiers bearing strange machines with the knowledge of Tai Chi that they entrusted him with.",Stephen Fung,['Huayi Brothers & Taihe Film Investment']
Justice League: The Flashpoint Paradox,"['Fantasy', 'Science Fiction', 'Animation', 'Action', 'Adventure']","When time travel allows a past wrong to be righted for The Flash and his family, the ripples of the event prove disastrous as a fractured, alternate reality now exists where a Justice League never formed, and even Superman is nowhere to be found. Teaming with a grittier, more violent Dark Knight and Cyborg, Flash races to restore the continuity of his original timeline while this new world is ravaged by a fierce war between Wonder Woman's Amazons and Aquaman’s Atlanteans.",Jay Oliva,"['DC Comics', 'Warner Bros. Animation', 'DC Entertainment', 'Studio 4°C']"
The Conjuring,"['Horror', 'Thriller']","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",James Wan,"['New Line Cinema', 'The Safran Company', 'Evergreen Media Group']"
Mean Girls 2,['Comedy'],"The story revolves around a new high school student, Jo (Meaghan Martin) , who agrees to befriend an outcast, Abby (Jennifer Stone), at the urging of Abby's wealthy father in exchange for paying all of Jo's costs for the college of her dreams. Jo and Abby team up to take on the school's mean girls, the Plastics.",Melanie Mayron,['Paramount Famous Productions']
Gasland Part II,['Documentary'],"Two years ago, Josh Fox introduced us to hydraulic fracturing with his Oscar®-nominated exposé Gasland. Now this once-touted energy source has become a widely discussed, contentious topic. In his follow-up, Fox reveals the extreme circumstances facing those affected by fracking, from earthquakes to the use of federal anti-terror psychological operations tactics. Gasland Part II is the definitive proof that issues raised by fracking cannot be ignored for long.",Josh Fox,[]
The Wolverine,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']","Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",James Mangold,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions', 'TSG Entertainment']"
RED 2,"['Action', 'Comedy', 'Crime', 'Thriller']",Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,Dean Parisot,"['DC Comics', 'Di Bonaventura Pictures', 'Summit Entertainment', 'DC Entertainment']"
